Cell_ID	disp_x	disp_y	disp_z
0	4.78296e-06	2.54864e-06	2.54864e-06
1	7.61031e-06	3.33884e-06	3.33884e-06
2	1.0688e-05	3.81923e-06	3.81923e-06
3	1.36972e-05	4.12127e-06	4.12127e-06
4	1.67771e-05	4.28562e-06	4.28562e-06
5	1.99177e-05	4.37952e-06	4.37952e-06
6	2.31279e-05	4.42858e-06	4.42858e-06
7	2.63949e-05	4.4555e-06	4.4555e-06
8	2.97104e-05	4.47246e-06	4.47246e-06
9	3.30651e-05	4.48721e-06	4.48721e-06
10	3.64524e-05	4.50373e-06	4.50373e-06
11	3.9868e-05	4.52387e-06	4.52387e-06
12	4.33093e-05	4.54818e-06	4.54818e-06
13	4.67754e-05	4.57652e-06	4.57652e-06
14	5.02667e-05	4.60854e-06	4.60854e-06
15	5.3784e-05	4.64385e-06	4.64385e-06
16	5.7329e-05	4.68211e-06	4.68211e-06
17	6.09031e-05	4.72299e-06	4.72299e-06
18	6.45082e-05	4.76621e-06	4.76621e-06
19	6.81458e-05	4.81152e-06	4.81152e-06
20	7.18178e-05	4.85871e-06	4.85871e-06
21	7.55258e-05	4.90764e-06	4.90764e-06
22	7.92714e-05	4.95826e-06	4.95826e-06
23	8.30563e-05	5.01056e-06	5.01056e-06
24	8.68821e-05	5.0646e-06	5.0646e-06
25	9.07502e-05	5.12045e-06	5.12045e-06
26	9.46623e-05	5.17826e-06	5.17826e-06
27	9.86201e-05	5.23816e-06	5.23816e-06
28	0.000102625	5.30033e-06	5.30033e-06
29	0.000106679	5.3649e-06	5.3649e-06
30	0.000110783	5.43202e-06	5.43202e-06
31	0.00011494	5.50182e-06	5.50182e-06
32	0.000119151	5.57442e-06	5.57442e-06
33	0.000123418	5.64995e-06	5.64995e-06
34	0.000127744	5.72849e-06	5.72849e-06
35	0.000132129	5.81005e-06	5.81005e-06
36	0.000136577	5.8945e-06	5.8945e-06
37	0.000141089	5.98156e-06	5.98156e-06
38	0.000145667	6.0709e-06	6.0709e-06
39	0.000150312	6.16227e-06	6.16227e-06
40	0.000155027	6.25562e-06	6.25562e-06
41	0.000159814	6.3511e-06	6.3511e-06
42	0.000164675	6.44894e-06	6.44894e-06
43	0.000169611	6.54934e-06	6.54934e-06
44	0.000174625	6.65229e-06	6.65229e-06
45	0.000179716	6.75767e-06	6.75767e-06
46	0.000184888	6.86527e-06	6.86527e-06
47	0.00019014	6.97493e-06	6.97493e-06
48	0.000195474	7.08649e-06	7.08649e-06
49	0.000200891	7.19974e-06	7.19974e-06
50	0.000206394	7.31442e-06	7.31442e-06
51	0.000211982	7.43021e-06	7.43021e-06
52	0.000217658	7.54686e-06	7.54686e-06
53	0.000223422	7.66427e-06	7.66427e-06
54	0.000229274	7.78242e-06	7.78242e-06
55	0.000235216	7.90139e-06	7.90139e-06
56	0.000241248	8.02124e-06	8.02124e-06
57	0.000247372	8.14194e-06	8.14194e-06
58	0.000253586	8.26338e-06	8.26338e-06
59	0.000259893	8.38543e-06	8.38543e-06
60	0.000266292	8.50801e-06	8.50801e-06
61	0.000272783	8.63111e-06	8.63111e-06
62	0.000279368	8.75475e-06	8.75475e-06
63	0.000286046	8.87889e-06	8.87889e-06
64	0.000292819	9.00346e-06	9.00346e-06
65	0.000299686	9.12838e-06	9.12838e-06
66	0.000306647	9.25366e-06	9.25366e-06
67	0.000313703	9.37925e-06	9.37925e-06
68	0.000320855	9.50509e-06	9.50509e-06
69	0.000328102	9.63118e-06	9.63118e-06
70	0.000335445	9.75765e-06	9.75765e-06
71	0.000342884	9.88462e-06	9.88462e-06
72	0.000350419	1.00121e-05	1.00121e-05
73	0.00035805	1.01398e-05	1.01398e-05
74	0.000365778	1.02679e-05	1.02679e-05
75	0.000373602	1.03963e-05	1.03963e-05
76	0.000381523	1.05248e-05	1.05248e-05
77	0.000389541	1.06534e-05	1.06534e-05
78	0.000397657	1.07821e-05	1.07821e-05
79	0.00040587	1.0911e-05	1.0911e-05
80	0.000414181	1.10401e-05	1.10401e-05
81	0.000422591	1.11696e-05	1.11696e-05
82	0.000431098	1.12997e-05	1.12997e-05
83	0.000439704	1.14309e-05	1.14309e-05
84	0.000448409	1.15632e-05	1.15632e-05
