Cell_ID	disp_x	disp_y	disp_z
0	1.4646e-05	7.81344e-06	7.81344e-06
1	2.32926e-05	1.02339e-05	1.02339e-05
2	3.26943e-05	1.16994e-05	1.16994e-05
3	4.18715e-05	1.261e-05	1.261e-05
4	5.12465e-05	1.30906e-05	1.30906e-05
5	6.0784e-05	1.33474e-05	1.33474e-05
6	7.05059e-05	1.34594e-05	1.34594e-05
7	8.03667e-05	1.34962e-05	1.34962e-05
8	9.03343e-05	1.34947e-05	1.34947e-05
9	0.000100375	1.3478e-05	1.3478e-05
10	0.000110463	1.34577e-05	1.34577e-05
11	0.000120581	1.34395e-05	1.34395e-05
12	0.000130715	1.34254e-05	1.34254e-05
13	0.000140858	1.34154e-05	1.34154e-05
14	0.000151005	1.3409e-05	1.3409e-05
15	0.000161154	1.34053e-05	1.34053e-05
16	0.000171303	1.34034e-05	1.34034e-05
17	0.000181453	1.34027e-05	1.34027e-05
18	0.000191602	1.34029e-05	1.34029e-05
19	0.000201751	1.34035e-05	1.34035e-05
20	0.000211901	1.34043e-05	1.34043e-05
21	0.000222051	1.34053e-05	1.34053e-05
22	0.000232201	1.34064e-05	1.34064e-05
23	0.000242352	1.34075e-05	1.34075e-05
24	0.000252503	1.34086e-05	1.34086e-05
25	0.000262656	1.34098e-05	1.34098e-05
26	0.000272809	1.34109e-05	1.34109e-05
27	0.000282963	1.34121e-05	1.34121e-05
28	0.000293118	1.34134e-05	1.34134e-05
29	0.000303274	1.34146e-05	1.34146e-05
30	0.000313431	1.34159e-05	1.34159e-05
31	0.000323588	1.34173e-05	1.34173e-05
32	0.000333747	1.34186e-05	1.34186e-05
33	0.000343907	1.342e-05	1.342e-05
34	0.000354068	1.34215e-05	1.34215e-05
35	0.00036423	1.34229e-05	1.34229e-05
36	0.000374393	1.34245e-05	1.34245e-05
37	0.000384558	1.3426e-05	1.3426e-05
38	0.000394723	1.34276e-05	1.34276e-05
39	0.00040489	1.34292e-05	1.34292e-05
40	0.000415058	1.34309e-05	1.34309e-05
41	0.000425228	1.34326e-05	1.34326e-05
42	0.000435398	1.34343e-05	1.34343e-05
43	0.00044557	1.34361e-05	1.34361e-05
44	0.000455743	1.34379e-05	1.34379e-05
45	0.000465918	1.34398e-05	1.34398e-05
46	0.000476094	1.34416e-05	1.34416e-05
47	0.000486272	1.34436e-05	1.34436e-05
48	0.000496451	1.34455e-05	1.34455e-05
49	0.000506631	1.34476e-05	1.34476e-05
50	0.000516813	1.34496e-05	1.34496e-05
51	0.000526997	1.34517e-05	1.34517e-05
52	0.000537182	1.34538e-05	1.34538e-05
53	0.000547369	1.34559e-05	1.34559e-05
54	0.000557557	1.34581e-05	1.34581e-05
55	0.000567748	1.34603e-05	1.34603e-05
56	0.000577939	1.34626e-05	1.34626e-05
57	0.000588133	1.34649e-05	1.34649e-05
58	0.000598328	1.34672e-05	1.34672e-05
59	0.000608525	1.34696e-05	1.34696e-05
60	0.000618724	1.3472e-05	1.3472e-05
61	0.000628925	1.34744e-05	1.34744e-05
62	0.000639127	1.34769e-05	1.34769e-05
63	0.000649332	1.34794e-05	1.34794e-05
64	0.000659538	1.34819e-05	1.34819e-05
65	0.000669746	1.34845e-05	1.34845e-05
66	0.000679956	1.34871e-05	1.34871e-05
67	0.000690169	1.34897e-05	1.34897e-05
68	0.000700383	1.34924e-05	1.34924e-05
69	0.000710599	1.34951e-05	1.34951e-05
70	0.000720817	1.34978e-05	1.34978e-05
71	0.000731038	1.35005e-05	1.35005e-05
72	0.00074126	1.35033e-05	1.35033e-05
73	0.000751484	1.35061e-05	1.35061e-05
74	0.000761711	1.35088e-05	1.35088e-05
75	0.00077194	1.35116e-05	1.35116e-05
76	0.000782171	1.35144e-05	1.35144e-05
77	0.000792404	1.35172e-05	1.35172e-05
78	0.000802639	1.35201e-05	1.35201e-05
79	0.000812877	1.3523e-05	1.3523e-05
80	0.000823117	1.35261e-05	1.35261e-05
81	0.00083336	1.35294e-05	1.35294e-05
82	0.000843606	1.35333e-05	1.35333e-05
83	0.000853854	1.35379e-05	1.35379e-05
84	0.000864104	1.35436e-05	1.35436e-05
85	0.000874356	1.3551e-05	1.3551e-05
86	0.000884607	1.35605e-05	1.35605e-05
87	0.000894855	1.35724e-05	1.35724e-05
88	0.000905095	1.35866e-05	1.35866e-05
89	0.000915319	1.36016e-05	1.36016e-05
90	0.000925515	1.36137e-05	1.36137e-05
