Cell_ID	disp_x	disp_y	disp_z
0	4.87624e-06	2.59852e-06	2.59852e-06
1	7.75852e-06	3.40416e-06	3.40416e-06
2	1.08959e-05	3.8938e-06	3.8938e-06
3	1.39634e-05	4.20147e-06	4.20147e-06
4	1.71027e-05	4.36868e-06	4.36868e-06
5	2.03034e-05	4.46402e-06	4.46402e-06
6	2.35746e-05	4.51355e-06	4.51355e-06
7	2.6903e-05	4.5404e-06	4.5404e-06
8	3.028e-05	4.55692e-06	4.55692e-06
9	3.36964e-05	4.57102e-06	4.57102e-06
10	3.71456e-05	4.58681e-06	4.58681e-06
11	4.0623e-05	4.60625e-06	4.60625e-06
12	4.4126e-05	4.62992e-06	4.62992e-06
13	4.76537e-05	4.6577e-06	4.6577e-06
14	5.12063e-05	4.68916e-06	4.68916e-06
15	5.47847e-05	4.72387e-06	4.72387e-06
16	5.83902e-05	4.76143e-06	4.76143e-06
17	6.20243e-05	4.80157e-06	4.80157e-06
18	6.56888e-05	4.84402e-06	4.84402e-06
19	6.93852e-05	4.88858e-06	4.88858e-06
20	7.31152e-05	4.93506e-06	4.93506e-06
21	7.68806e-05	4.98333e-06	4.98333e-06
22	8.06829e-05	5.03328e-06	5.03328e-06
23	8.45239e-05	5.08489e-06	5.08489e-06
24	8.84052e-05	5.13819e-06	5.13819e-06
25	9.23284e-05	5.19324e-06	5.19324e-06
26	9.6295e-05	5.25019e-06	5.25019e-06
27	0.000100307	5.30918e-06	5.30918e-06
28	0.000104365	5.37036e-06	5.37036e-06
29	0.00010847	5.4339e-06	5.4339e-06
30	0.000112626	5.4999e-06	5.4999e-06
31	0.000116833	5.56852e-06	5.56852e-06
32	0.000121093	5.63985e-06	5.63985e-06
33	0.000125408	5.71403e-06	5.71403e-06
34	0.000129781	5.79109e-06	5.79109e-06
35	0.000134212	5.87102e-06	5.87102e-06
36	0.000138705	5.95363e-06	5.95363e-06
37	0.00014326	6.03864e-06	6.03864e-06
38	0.000147879	6.1258e-06	6.1258e-06
39	0.000152565	6.21498e-06	6.21498e-06
40	0.00015732	6.30626e-06	6.30626e-06
41	0.000162146	6.39986e-06	6.39986e-06
42	0.000167044	6.49603e-06	6.49603e-06
43	0.000172016	6.59489e-06	6.59489e-06
44	0.000177064	6.69636e-06	6.69636e-06
45	0.000182189	6.80031e-06	6.80031e-06
46	0.000187392	6.90655e-06	6.90655e-06
47	0.000192675	7.01493e-06	7.01493e-06
48	0.000198039	7.12525e-06	7.12525e-06
49	0.000203485	7.23727e-06	7.23727e-06
50	0.000209016	7.35067e-06	7.35067e-06
51	0.000214632	7.46514e-06	7.46514e-06
52	0.000220334	7.58052e-06	7.58052e-06
53	0.000226123	7.69676e-06	7.69676e-06
54	0.000232	7.81391e-06	7.81391e-06
55	0.000237966	7.93203e-06	7.93203e-06
56	0.000244021	8.05112e-06	8.05112e-06
57	0.000250167	8.17107e-06	8.17107e-06
58	0.000256404	8.29174e-06	8.29174e-06
59	0.000262732	8.41302e-06	8.41302e-06
60	0.000269151	8.53488e-06	8.53488e-06
61	0.000275663	8.65733e-06	8.65733e-06
62	0.000282268	8.78036e-06	8.78036e-06
63	0.000288965	8.90388e-06	8.90388e-06
64	0.000295756	9.02779e-06	9.02779e-06
65	0.000302641	9.15205e-06	9.15206e-06
66	0.00030962	9.27665e-06	9.27665e-06
67	0.000316694	9.40153e-06	9.40153e-06
68	0.000323862	9.52666e-06	9.52666e-06
69	0.000331125	9.65211e-06	9.65211e-06
70	0.000338484	9.77802e-06	9.77802e-06
71	0.000345938	9.90445e-06	9.90445e-06
72	0.000353488	1.00313e-05	1.00313e-05
73	0.000361133	1.01584e-05	1.01584e-05
74	0.000368874	1.02859e-05	1.02859e-05
75	0.000376711	1.04135e-05	1.04135e-05
76	0.000384645	1.05412e-05	1.05412e-05
77	0.000392676	1.06691e-05	1.06691e-05
78	0.000400803	1.0797e-05	1.0797e-05
79	0.000409028	1.09252e-05	1.09252e-05
80	0.000417349	1.10536e-05	1.10536e-05
81	0.000425769	1.11824e-05	1.11824e-05
82	0.000434286	1.1312e-05	1.1312e-05
83	0.000442901	1.14424e-05	1.14424e-05
84	0.000451614	1.1574e-05	1.1574e-05
85	0.000460424	1.17073e-05	1.17073e-05
86	0.00046933	1.1843e-05	1.1843e-05
87	0.000478328	1.19814e-05	1.19814e-05
88	0.000487415	1.21219e-05	1.21219e-05
89	0.000496582	1.22634e-05	1.22634e-05
90	0.000505817	1.24024e-05	1.24024e-05
91	0.000515108	1.25315e-05	1.25315e-05
92	0.00052443	1.26356e-05	1.26356e-05
93	0.000533768	1.26936e-05	1.26936e-05
94	0.00054308	1.26537e-05	1.26537e-05
95	0.000552431	1.24651e-05	1.24651e-05
