Cell_ID	disp_x	disp_y	disp_z
0	1.47304e-05	7.85851e-06	7.85851e-06
1	2.34268e-05	1.0293e-05	1.0293e-05
2	3.28827e-05	1.17668e-05	1.17668e-05
3	4.21126e-05	1.26827e-05	1.26827e-05
4	5.15414e-05	1.31659e-05	1.31659e-05
5	6.11337e-05	1.34241e-05	1.34241e-05
6	7.09113e-05	1.35366e-05	1.35366e-05
7	8.08284e-05	1.35735e-05	1.35735e-05
8	9.08528e-05	1.35718e-05	1.35718e-05
9	0.00010095	1.35547e-05	1.35547e-05
10	0.000111096	1.35341e-05	1.35341e-05
11	0.000121271	1.35156e-05	1.35156e-05
12	0.000131462	1.35011e-05	1.35011e-05
13	0.000141662	1.34908e-05	1.34908e-05
14	0.000151866	1.3484e-05	1.3484e-05
15	0.000162072	1.34799e-05	1.34799e-05
16	0.000172277	1.34777e-05	1.34777e-05
17	0.000182483	1.34767e-05	1.34767e-05
18	0.000192688	1.34765e-05	1.34765e-05
19	0.000202892	1.34767e-05	1.34767e-05
20	0.000213097	1.34771e-05	1.34771e-05
21	0.000223302	1.34777e-05	1.34777e-05
22	0.000233507	1.34784e-05	1.34784e-05
23	0.000243712	1.3479e-05	1.3479e-05
24	0.000253917	1.34797e-05	1.34797e-05
25	0.000264123	1.34804e-05	1.34804e-05
26	0.000274329	1.34811e-05	1.34811e-05
27	0.000284536	1.34818e-05	1.34818e-05
28	0.000294744	1.34825e-05	1.34825e-05
29	0.000304952	1.34833e-05	1.34833e-05
30	0.00031516	1.34841e-05	1.34841e-05
31	0.000325369	1.34848e-05	1.34848e-05
32	0.000335579	1.34857e-05	1.34857e-05
33	0.00034579	1.34865e-05	1.34865e-05
34	0.000356001	1.34874e-05	1.34874e-05
35	0.000366212	1.34883e-05	1.34883e-05
36	0.000376425	1.34892e-05	1.34892e-05
37	0.000386638	1.34902e-05	1.34902e-05
38	0.000396852	1.34911e-05	1.34911e-05
39	0.000407066	1.34921e-05	1.34921e-05
40	0.000417282	1.34932e-05	1.34932e-05
41	0.000427498	1.34942e-05	1.34942e-05
42	0.000437715	1.34952e-05	1.34952e-05
43	0.000447932	1.34963e-05	1.34963e-05
44	0.000458151	1.34974e-05	1.34974e-05
45	0.00046837	1.34985e-05	1.34985e-05
46	0.00047859	1.34997e-05	1.34997e-05
47	0.000488812	1.35008e-05	1.35008e-05
48	0.000499034	1.3502e-05	1.3502e-05
49	0.000509256	1.35032e-05	1.35032e-05
50	0.00051948	1.35045e-05	1.35045e-05
51	0.000529705	1.35057e-05	1.35057e-05
52	0.000539931	1.3507e-05	1.3507e-05
53	0.000550157	1.35083e-05	1.35083e-05
54	0.000560385	1.35096e-05	1.35096e-05
55	0.000570614	1.3511e-05	1.3511e-05
56	0.000580844	1.35123e-05	1.35123e-05
57	0.000591074	1.35137e-05	1.35137e-05
58	0.000601306	1.35151e-05	1.35151e-05
59	0.000611539	1.35165e-05	1.35165e-05
60	0.000621773	1.3518e-05	1.3518e-05
61	0.000632008	1.35194e-05	1.35194e-05
62	0.000642244	1.35209e-05	1.35209e-05
63	0.000652481	1.35224e-05	1.35224e-05
64	0.00066272	1.35239e-05	1.35239e-05
65	0.000672959	1.35255e-05	1.35255e-05
66	0.0006832	1.3527e-05	1.3527e-05
67	0.000693442	1.35285e-05	1.35285e-05
68	0.000703685	1.35301e-05	1.35301e-05
69	0.000713929	1.35317e-05	1.35317e-05
70	0.000724175	1.35333e-05	1.35333e-05
71	0.000734421	1.35349e-05	1.35349e-05
72	0.000744669	1.35365e-05	1.35365e-05
73	0.000754918	1.35381e-05	1.35381e-05
74	0.000765169	1.35398e-05	1.35398e-05
75	0.00077542	1.35414e-05	1.35414e-05
76	0.000785673	1.3543e-05	1.3543e-05
77	0.000795928	1.35447e-05	1.35447e-05
78	0.000806183	1.35464e-05	1.35464e-05
79	0.000816441	1.35481e-05	1.35481e-05
80	0.0008267	1.355e-05	1.355e-05
81	0.00083696	1.35522e-05	1.35522e-05
82	0.000847223	1.35549e-05	1.35549e-05
83	0.000857486	1.35583e-05	1.35583e-05
84	0.000867752	1.35628e-05	1.35628e-05
85	0.000878017	1.3569e-05	1.3569e-05
86	0.000888282	1.35773e-05	1.35773e-05
87	0.000898542	1.3588e-05	1.3588e-05
88	0.000908793	1.3601e-05	1.3601e-05
89	0.000919028	1.36148e-05	1.36148e-05
90	0.000929233	1.36257e-05	1.36257e-05
91	0.000939396	1.36263e-05	1.36263e-05
92	0.000949492	1.36014e-05	1.36014e-05
93	0.000959507	1.35294e-05	1.35294e-05
94	0.000969396	1.33581e-05	1.33581e-05
95	0.000979227	1.30349e-05	1.30349e-05
96	0.00098875	1.23032e-05	1.23032e-05
97	0.000997927	1.12975e-05	1.12975e-05
98	0.00100326	9.37699e-06	9.37699e-06
99	0.00101731	9.30122e-06	9.30122e-06
100	1.28463e-05	3.96816e-06	8.4957e-06
101	2.18342e-05	6.44507e-06	1.08093e-05
102	3.18357e-05	8.02347e-06	1.21643e-05
103	4.13328e-05	8.83644e-06	1.30419e-05
104	5.10315e-05	9.25489e-06	1.34854e-05
105	6.08122e-05	9.44068e-06	1.37219e-05
106	7.07202e-05	9.49654e-06	1.38183e-05
107	8.07227e-05	9.49058e-06	1.38456e-05
108	9.08e-05	9.45942e-06	1.3838e-05
109	0.000100928	9.42322e-06	1.38178e-05
110	0.00011109	9.391e-06	1.37956e-05
111	0.000121272	9.36589e-06	1.37765e-05
112	0.000131467	9.348e-06	1.37618e-05
113	0.000141667	9.33614e-06	1.37516e-05
114	0.00015187	9.32883e-06	1.3745e-05
115	0.000162075	9.32468e-06	1.37411e-05
116	0.000172279	9.32259e-06	1.3739e-05
117	0.000182484	9.32176e-06	1.37382e-05
118	0.000192688	9.32165e-06	1.3738e-05
119	0.000202893	9.32192e-06	1.37383e-05
120	0.000213097	9.32236e-06	1.37388e-05
121	0.000223301	9.32287e-06	1.37394e-05
122	0.000233506	9.3234e-06	1.37401e-05
123	0.000243711	9.32392e-06	1.37407e-05
124	0.000253917	9.32442e-06	1.37414e-05
125	0.000264123	9.32492e-06	1.37421e-05
126	0.000274329	9.32542e-06	1.37428e-05
127	0.000284536	9.32592e-06	1.37436e-05
128	0.000294743	9.32642e-06	1.37443e-05
129	0.000304951	9.32694e-06	1.37451e-05
130	0.00031516	9.32748e-06	1.37458e-05
131	0.000325369	9.32803e-06	1.37467e-05
132	0.000335579	9.3286e-06	1.37475e-05
133	0.000345789	9.32919e-06	1.37484e-05
134	0.000356	9.32979e-06	1.37493e-05
135	0.000366212	9.33042e-06	1.37502e-05
136	0.000376424	9.33106e-06	1.37511e-05
137	0.000386637	9.33172e-06	1.37521e-05
138	0.000396851	9.33239e-06	1.37531e-05
139	0.000407066	9.33308e-06	1.37541e-05
140	0.000417281	9.33378e-06	1.37551e-05
141	0.000427497	9.3345e-06	1.37562e-05
142	0.000437714	9.33523e-06	1.37573e-05
143	0.000447931	9.33598e-06	1.37584e-05
144	0.00045815	9.33674e-06	1.37595e-05
145	0.000468369	9.33751e-06	1.37606e-05
146	0.00047859	9.3383e-06	1.37618e-05
147	0.000488811	9.3391e-06	1.3763e-05
148	0.000499033	9.33992e-06	1.37642e-05
149	0.000509255	9.34076e-06	1.37654e-05
150	0.000519479	9.34161e-06	1.37667e-05
151	0.000529704	9.34248e-06	1.37679e-05
152	0.00053993	9.34336e-06	1.37692e-05
153	0.000550156	9.34426e-06	1.37706e-05
154	0.000560384	9.34517e-06	1.37719e-05
155	0.000570613	9.3461e-06	1.37733e-05
156	0.000580842	9.34705e-06	1.37747e-05
157	0.000591073	9.348e-06	1.37761e-05
158	0.000601305	9.34898e-06	1.37775e-05
159	0.000611538	9.34996e-06	1.3779e-05
160	0.000621772	9.35096e-06	1.37804e-05
161	0.000632007	9.35197e-06	1.37819e-05
162	0.000642243	9.353e-06	1.37834e-05
163	0.00065248	9.35403e-06	1.3785e-05
164	0.000662719	9.35508e-06	1.37865e-05
165	0.000672958	9.35614e-06	1.37881e-05
166	0.000683199	9.3572e-06	1.37896e-05
167	0.000693441	9.35828e-06	1.37912e-05
168	0.000703684	9.35936e-06	1.37928e-05
169	0.000713928	9.36046e-06	1.37944e-05
170	0.000724173	9.36156e-06	1.3796e-05
171	0.00073442	9.36267e-06	1.37977e-05
172	0.000744668	9.36379e-06	1.37993e-05
173	0.000754917	9.3649e-06	1.3801e-05
174	0.000765167	9.36602e-06	1.38027e-05
175	0.000775419	9.36712e-06	1.38043e-05
176	0.000785672	9.36822e-06	1.3806e-05
177	0.000795926	9.36931e-06	1.38077e-05
178	0.000806182	9.3704e-06	1.38094e-05
179	0.000816439	9.37154e-06	1.38111e-05
180	0.000826698	9.37279e-06	1.3813e-05
181	0.000836958	9.37429e-06	1.38152e-05
182	0.00084722	9.37623e-06	1.38178e-05
183	0.000857483	9.37897e-06	1.38212e-05
184	0.000867748	9.38299e-06	1.38257e-05
185	0.000878013	9.38895e-06	1.38318e-05
186	0.000888278	9.39768e-06	1.38401e-05
187	0.00089854	9.41002e-06	1.3851e-05
188	0.000908796	9.42657e-06	1.38644e-05
189	0.000919041	9.44707e-06	1.38793e-05
190	0.000929266	9.46923e-06	1.38923e-05
191	0.000939462	9.48718e-06	1.38968e-05
192	0.000949613	9.48773e-06	1.38782e-05
193	0.000959713	9.44795e-06	1.38179e-05
194	0.000969726	9.32143e-06	1.3664e-05
195	0.000979736	9.04661e-06	1.33809e-05
196	0.000989466	8.48317e-06	1.26662e-05
197	0.000999131	7.65441e-06	1.16143e-05
198	0.00100391	6.72817e-06	9.31067e-06
199	0.00101733	6.34195e-06	9.32737e-06
200	1.21667e-05	2.52091e-06	8.2895e-06
201	2.09547e-05	4.51812e-06	1.06249e-05
202	3.09684e-05	5.87878e-06	1.19967e-05
203	4.06558e-05	6.60373e-06	1.27947e-05
204	5.05441e-05	6.97663e-06	1.3174e-05
205	6.04798e-05	7.13151e-06	1.33592e-05
206	7.05089e-05	7.17189e-06	1.34182e-05
207	8.05963e-05	7.158e-06	1.34203e-05
208	9.07299e-05	7.12395e-06	1.33969e-05
209	0.000100893	7.08739e-06	1.33673e-05
210	0.000111075	7.05594e-06	1.33401e-05
211	0.000121268	7.03195e-06	1.33186e-05
212	0.000131468	7.01512e-06	1.33031e-05
213	0.00014167	7.00412e-06	1.32927e-05
214	0.000151873	6.99741e-06	1.32863e-05
215	0.000162077	6.99366e-06	1.32827e-05
216	0.000172281	6.99179e-06	1.32809e-05
217	0.000182485	6.99106e-06	1.32803e-05
218	0.000192689	6.99097e-06	1.32803e-05
219	0.000202893	6.9912e-06	1.32807e-05
220	0.000213097	6.99158e-06	1.32813e-05
221	0.000223301	6.992e-06	1.32819e-05
222	0.000233506	6.99243e-06	1.32826e-05
223	0.000243711	6.99284e-06	1.32833e-05
224	0.000253916	6.99324e-06	1.32839e-05
225	0.000264122	6.99362e-06	1.32846e-05
226	0.000274328	6.994e-06	1.32853e-05
227	0.000284535	6.99438e-06	1.3286e-05
228	0.000294743	6.99476e-06	1.32867e-05
229	0.000304951	6.99515e-06	1.32874e-05
230	0.000315159	6.99555e-06	1.32882e-05
231	0.000325368	6.99597e-06	1.3289e-05
232	0.000335578	6.9964e-06	1.32898e-05
233	0.000345788	6.99684e-06	1.32906e-05
234	0.000355999	6.99729e-06	1.32915e-05
235	0.000366211	6.99776e-06	1.32924e-05
236	0.000376423	6.99824e-06	1.32933e-05
237	0.000386637	6.99873e-06	1.32942e-05
238	0.00039685	6.99924e-06	1.32952e-05
239	0.000407065	6.99976e-06	1.32962e-05
240	0.00041728	7.00028e-06	1.32972e-05
241	0.000427496	7.00082e-06	1.32982e-05
242	0.000437713	7.00137e-06	1.32992e-05
243	0.000447931	7.00193e-06	1.33003e-05
244	0.000458149	7.0025e-06	1.33014e-05
245	0.000468369	7.00308e-06	1.33025e-05
246	0.000478589	7.00367e-06	1.33036e-05
247	0.00048881	7.00427e-06	1.33048e-05
248	0.000499032	7.00489e-06	1.33059e-05
249	0.000509255	7.00552e-06	1.33071e-05
250	0.000519478	7.00615e-06	1.33083e-05
251	0.000529703	7.0068e-06	1.33096e-05
252	0.000539929	7.00747e-06	1.33108e-05
253	0.000550156	7.00814e-06	1.33121e-05
254	0.000560383	7.00883e-06	1.33134e-05
255	0.000570612	7.00952e-06	1.33147e-05
256	0.000580842	7.01023e-06	1.33161e-05
257	0.000591072	7.01095e-06	1.33174e-05
258	0.000601304	7.01168e-06	1.33188e-05
259	0.000611537	7.01242e-06	1.33202e-05
260	0.000621771	7.01317e-06	1.33216e-05
261	0.000632006	7.01393e-06	1.33231e-05
262	0.000642242	7.0147e-06	1.33245e-05
263	0.000652479	7.01547e-06	1.3326e-05
264	0.000662718	7.01626e-06	1.33275e-05
265	0.000672957	7.01705e-06	1.3329e-05
266	0.000683198	7.01785e-06	1.33305e-05
267	0.00069344	7.01866e-06	1.33321e-05
268	0.000703683	7.01947e-06	1.33336e-05
269	0.000713927	7.02029e-06	1.33352e-05
270	0.000724172	7.02112e-06	1.33367e-05
271	0.000734419	7.02195e-06	1.33383e-05
272	0.000744667	7.02279e-06	1.33399e-05
273	0.000754916	7.02362e-06	1.33415e-05
274	0.000765166	7.02445e-06	1.33431e-05
275	0.000775418	7.02527e-06	1.33447e-05
276	0.000785671	7.02607e-06	1.33463e-05
277	0.000795925	7.02687e-06	1.33479e-05
278	0.000806181	7.02767e-06	1.33495e-05
279	0.000816438	7.0285e-06	1.33512e-05
280	0.000826696	7.02942e-06	1.3353e-05
281	0.000836956	7.03055e-06	1.3355e-05
282	0.000847217	7.03209e-06	1.33574e-05
283	0.00085748	7.03434e-06	1.33605e-05
284	0.000867744	7.03777e-06	1.33647e-05
285	0.00087801	7.04302e-06	1.33707e-05
286	0.000888276	7.0509e-06	1.33791e-05
287	0.000898542	7.06228e-06	1.33905e-05
288	0.000908805	7.07785e-06	1.34055e-05
289	0.000919063	7.0976e-06	1.34236e-05
290	0.00092931	7.1197e-06	1.34424e-05
291	0.000939541	7.13892e-06	1.3457e-05
292	0.000949743	7.14339e-06	1.34539e-05
293	0.000959917	7.11122e-06	1.34165e-05
294	0.00097002	7.00259e-06	1.32921e-05
295	0.000980136	6.76382e-06	1.30411e-05
296	0.000989929	6.33232e-06	1.23411e-05
297	0.000999641	5.75157e-06	1.12443e-05
298	0.00100446	5.18953e-06	8.97547e-06
299	0.0010182	4.65559e-06	9.16235e-06
300	1.21422e-05	1.43857e-06	8.45693e-06
301	2.06366e-05	2.52336e-06	1.09144e-05
302	3.04568e-05	3.36278e-06	1.22903e-05
303	4.01779e-05	3.8755e-06	1.30487e-05
304	5.01516e-05	4.13668e-06	1.33835e-05
305	6.019e-05	4.24197e-06	1.35264e-05
306	7.03108e-05	4.2663e-06	1.35538e-05
307	8.04694e-05	4.25264e-06	1.35341e-05
