Cell_ID	disp_x	disp_y	disp_z
0	1.4604e-05	7.79103e-06	7.79103e-06
1	2.32259e-05	1.02046e-05	1.02046e-05
2	3.26007e-05	1.16659e-05	1.16659e-05
3	4.17516e-05	1.25739e-05	1.25739e-05
4	5.10999e-05	1.30532e-05	1.30532e-05
5	6.06103e-05	1.33093e-05	1.33093e-05
6	7.03046e-05	1.34211e-05	1.34211e-05
7	8.01374e-05	1.34579e-05	1.34579e-05
8	9.00767e-05	1.34565e-05	1.34565e-05
9	0.000100089	1.34399e-05	1.34399e-05
10	0.000110149	1.34198e-05	1.34198e-05
11	0.000120238	1.34019e-05	1.34019e-05
12	0.000130344	1.33879e-05	1.33879e-05
13	0.000140459	1.33782e-05	1.33782e-05
14	0.000150578	1.33719e-05	1.33719e-05
15	0.000160699	1.33684e-05	1.33684e-05
16	0.000170821	1.33667e-05	1.33667e-05
17	0.000180942	1.33663e-05	1.33663e-05
18	0.000191064	1.33667e-05	1.33667e-05
19	0.000201186	1.33675e-05	1.33675e-05
20	0.000211309	1.33686e-05	1.33686e-05
21	0.000221432	1.33699e-05	1.33699e-05
22	0.000231555	1.33712e-05	1.33712e-05
23	0.00024168	1.33726e-05	1.33726e-05
24	0.000251805	1.3374e-05	1.3374e-05
25	0.000261931	1.33755e-05	1.33755e-05
26	0.000272059	1.3377e-05	1.3377e-05
27	0.000282187	1.33785e-05	1.33785e-05
28	0.000292317	1.33801e-05	1.33801e-05
29	0.000302448	1.33817e-05	1.33817e-05
30	0.00031258	1.33834e-05	1.33834e-05
31	0.000322713	1.33851e-05	1.33851e-05
32	0.000332848	1.33868e-05	1.33868e-05
33	0.000342984	1.33886e-05	1.33886e-05
34	0.000353121	1.33904e-05	1.33904e-05
35	0.00036326	1.33923e-05	1.33923e-05
36	0.0003734	1.33942e-05	1.33942e-05
37	0.000383542	1.33962e-05	1.33962e-05
38	0.000393685	1.33982e-05	1.33982e-05
39	0.00040383	1.34003e-05	1.34003e-05
40	0.000413976	1.34024e-05	1.34024e-05
41	0.000424124	1.34045e-05	1.34045e-05
42	0.000434274	1.34067e-05	1.34067e-05
43	0.000444425	1.34089e-05	1.34089e-05
44	0.000454578	1.34111e-05	1.34111e-05
45	0.000464732	1.34134e-05	1.34134e-05
46	0.000474889	1.34157e-05	1.34157e-05
47	0.000485047	1.34181e-05	1.34181e-05
48	0.000495207	1.34204e-05	1.34204e-05
49	0.000505368	1.34229e-05	1.34229e-05
50	0.000515532	1.34253e-05	1.34253e-05
51	0.000525697	1.34278e-05	1.34278e-05
52	0.000535865	1.34304e-05	1.34304e-05
53	0.000546034	1.34329e-05	1.34329e-05
54	0.000556205	1.34356e-05	1.34356e-05
55	0.000566378	1.34382e-05	1.34382e-05
56	0.000576554	1.34409e-05	1.34409e-05
57	0.000586731	1.34436e-05	1.34436e-05
58	0.00059691	1.34464e-05	1.34464e-05
59	0.000607092	1.34492e-05	1.34492e-05
60	0.000617275	1.3452e-05	1.3452e-05
61	0.000627461	1.34548e-05	1.34548e-05
62	0.000637649	1.34577e-05	1.34577e-05
63	0.000647839	1.34607e-05	1.34607e-05
64	0.000658031	1.34636e-05	1.34636e-05
65	0.000668226	1.34666e-05	1.34666e-05
66	0.000678423	1.34697e-05	1.34697e-05
67	0.000688622	1.34727e-05	1.34727e-05
68	0.000698823	1.34758e-05	1.34758e-05
69	0.000709027	1.3479e-05	1.3479e-05
70	0.000719233	1.34821e-05	1.34821e-05
71	0.000729442	1.34853e-05	1.34853e-05
72	0.000739653	1.34885e-05	1.34885e-05
73	0.000749866	1.34917e-05	1.34917e-05
74	0.000760082	1.3495e-05	1.3495e-05
