Cell_ID	disp_x	disp_y	disp_z
0	9.94114e-06	5.302e-06	5.302e-06
1	1.58115e-05	6.94492e-06	6.94492e-06
2	2.21959e-05	7.94048e-06	7.94048e-06
3	2.84302e-05	8.56072e-06	8.56072e-06
4	3.48016e-05	8.89019e-06	8.89019e-06
5	4.12869e-05	9.06894e-06	9.06894e-06
6	4.79012e-05	9.15053e-06	9.15053e-06
7	5.46143e-05	9.18219e-06	9.18219e-06
8	6.14052e-05	9.18882e-06	9.18882e-06
9	6.82515e-05	9.18598e-06	9.18598e-06
10	7.51372e-05	9.18161e-06	9.18161e-06
11	8.20503e-05	9.17954e-06	9.17954e-06
12	8.89832e-05	9.18115e-06	9.18115e-06
13	9.59311e-05	9.18661e-06	9.18661e-06
14	0.000102891	9.19554e-06	9.19554e-06
15	0.000109863	9.20733e-06	9.20733e-06
16	0.000116846	9.22134e-06	9.22134e-06
17	0.000123839	9.23703e-06	9.23703e-06
18	0.000130846	9.25399e-06	9.25399e-06
19	0.000137865	9.27199e-06	9.272e-06
20	0.000144898	9.29093e-06	9.29093e-06
21	0.000151946	9.31075e-06	9.31075e-06
22	0.000159009	9.33148e-06	9.33148e-06
23	0.000166089	9.35318e-06	9.35318e-06
24	0.000173186	9.37592e-06	9.37592e-06
25	0.0001803	9.39978e-06	9.39978e-06
26	0.000187433	9.42476e-06	9.42476e-06
27	0.000194585	9.45082e-06	9.45082e-06
28	0.000201757	9.47786e-06	9.47786e-06
29	0.000208949	9.50582e-06	9.50582e-06
30	0.000216163	9.53469e-06	9.53469e-06
31	0.0002234	9.56451e-06	9.56451e-06
32	0.000230658	9.59526e-06	9.59526e-06
33	0.00023794	9.62687e-06	9.62687e-06
34	0.000245246	9.65927e-06	9.65927e-06
35	0.000252577	9.69237e-06	9.69237e-06
36	0.000259933	9.72619e-06	9.72619e-06
37	0.000267315	9.76079e-06	9.76079e-06
38	0.000274724	9.79627e-06	9.79627e-06
39	0.000282161	9.83271e-06	9.83271e-06
40	0.000289625	9.87017e-06	9.87017e-06
41	0.000297119	9.90863e-06	9.90863e-06
42	0.000304642	9.94807e-06	9.94807e-06
43	0.000312195	9.98845e-06	9.98845e-06
44	0.000319779	1.00297e-05	1.00297e-05
45	0.000327395	1.00719e-05	1.00719e-05
46	0.000335043	1.01151e-05	1.01151e-05
47	0.000342724	1.01593e-05	1.01593e-05
48	0.00035044	1.02045e-05	1.02045e-05
49	0.000358189	1.02506e-05	1.02506e-05
50	0.000365974	1.02978e-05	1.02978e-05
51	0.000373795	1.03458e-05	1.03458e-05
52	0.000381653	1.03947e-05	1.03947e-05
53	0.000389547	1.04444e-05	1.04444e-05
54	0.000397479	1.0495e-05	1.0495e-05
55	0.00040545	1.05463e-05	1.05463e-05
56	0.000413459	1.05985e-05	1.05985e-05
57	0.000421508	1.06514e-05	1.06514e-05
58	0.000429598	1.07051e-05	1.07051e-05
59	0.000437728	1.07596e-05	1.07596e-05
60	0.0004459	1.08149e-05	1.08149e-05
61	0.000454114	1.08711e-05	1.08711e-05
62	0.000462372	1.0928e-05	1.0928e-05
63	0.000470673	1.09858e-05	1.09858e-05
64	0.000479018	1.10445e-05	1.10445e-05
65	0.000487409	1.1104e-05	1.1104e-05
66	0.000495845	1.11645e-05	1.11645e-05
67	0.000504327	1.12259e-05	1.12259e-05
68	0.000512856	1.12883e-05	1.12883e-05
69	0.000521433	1.13517e-05	1.13517e-05
70	0.000530058	1.14161e-05	1.14161e-05
71	0.000538732	1.14814e-05	1.14814e-05
72	0.000547455	1.15476e-05	1.15476e-05
73	0.000556228	1.16147e-05	1.16147e-05
74	0.000565052	1.16825e-05	1.16825e-05
75	0.000573928	1.17511e-05	1.17511e-05
76	0.000582855	1.18204e-05	1.18204e-05
77	0.000591836	1.18903e-05	1.18903e-05
78	0.000600869	1.19608e-05	1.19608e-05
79	0.000609956	1.20321e-05	1.20321e-05
80	0.000619098	1.21041e-05	1.21041e-05
81	0.000628294	1.2177e-05	1.2177e-05
82	0.000637545	1.22509e-05	1.22509e-05
83	0.000646852	1.2326e-05	1.2326e-05
84	0.000656215	1.24027e-05	1.24027e-05
85	0.000665632	1.24814e-05	1.24814e-05
86	0.000675104	1.25627e-05	1.25627e-05
87	0.000684626	1.26468e-05	1.26468e-05
88	0.000694195	1.27334e-05	1.27334e-05
89	0.000703804	1.28212e-05	1.28212e-05
90	0.00071344	1.29065e-05	1.29065e-05
91	0.000723089	1.2982e-05	1.2982e-05
92	0.00073273	1.30325e-05	1.30325e-05
93	0.000742345	1.30366e-05	1.30366e-05
94	0.000751893	1.29423e-05	1.29423e-05
95	0.00076144	1.26981e-05	1.26981e-05
96	0.000770738	1.20479e-05	1.20479e-05
97	0.000779761	1.11281e-05	1.11281e-05
98	0.000785012	9.28986e-06	9.28986e-06
99	0.000799004	9.27494e-06	9.27494e-06
100	8.66938e-06	2.67655e-06	5.73207e-06
101	1.47358e-05	4.34777e-06	7.29336e-06
102	2.14879e-05	5.41324e-06	8.20861e-06
103	2.79018e-05	5.96308e-06	8.80319e-06
104	3.44545e-05	6.24757e-06	9.10588e-06
105	4.1066e-05	6.37597e-06	9.27007e-06
106	4.77675e-05	6.41761e-06	9.34096e-06
107	5.45375e-05	6.41836e-06	9.36631e-06
108	6.13632e-05	6.4028e-06	9.36917e-06
109	6.82295e-05	6.38438e-06	9.36437e-06
110	7.51255e-05	6.36915e-06	9.35911e-06
111	8.2043e-05	6.35929e-06	9.3568e-06
112	8.8977e-05	6.35498e-06	9.35851e-06
113	9.59243e-05	6.35555e-06	9.36428e-06
114	0.000102883	6.36005e-06	9.37361e-06
115	0.000109853	6.36749e-06	9.38582e-06
116	0.000116834	6.37701e-06	9.40025e-06
117	0.000123827	6.3879e-06	9.41632e-06
118	0.000130832	6.39971e-06	9.43365e-06
119	0.000137851	6.41219e-06	9.45203e-06
