Cell_ID	disp_x	disp_y	disp_z
0	0	0	0
1	0	0	0
2	0	0	0
3	0	0	0
4	0	0	0
5	0	0	0
6	0	0	0
7	0	0	0
8	0	0	0
9	0	0	0
10	0	0	0
11	0	0	0
12	0	0	0
13	0	0	0
14	0	0	0
15	0	0	0
16	0	0	0
17	0	0	0
18	0	0	0
19	0	0	0
20	0	0	0
21	0	0	0
22	0	0	0
23	0	0	0
24	0	0	0
25	0	0	0
26	0	0	0
27	0	0	0
28	0	0	0
29	0	0	0
30	0	0	0
31	0	0	0
32	0	0	0
33	0	0	0
34	0	0	0
35	0	0	0
36	0	0	0
37	0	0	0
38	0	0	0
39	0	0	0
40	0	0	0
41	0	0	0
42	0	0	0
43	0	0	0
44	0	0	0
45	0	0	0
46	0	0	0
47	0	0	0
48	0	0	0
49	0	0	0
50	0	0	0
51	0	0	0
52	0	0	0
53	0	0	0
54	0	0	0
55	0	0	0
56	0	0	0
57	0	0	0
58	0	0	0
59	0	0	0
60	0	0	0
61	0	0	0
62	0	0	0
63	0	0	0
64	0	0	0
65	0	0	0
66	0	0	0
67	0	0	0
68	0	0	0
69	0	0	0
70	0	0	0
71	0	0	0
72	0	0	0
73	0	0	0
74	0	0	0
75	0	0	0
76	0	0	0
77	0	0	0
78	0	0	0
79	1.22931e-18	0	0
80	4.37113e-17	1.08394e-18	1.08394e-18
81	8.77166e-16	4.88515e-17	4.88515e-17
82	1.3171e-14	1.16851e-15	1.16851e-15
83	1.53497e-13	1.86925e-14	1.86925e-14
84	1.42722e-12	2.14243e-13	2.14243e-13
85	1.09267e-11	1.88277e-12	1.88277e-12
86	7.11303e-11	1.36566e-11	1.36566e-11
87	3.98143e-10	8.37164e-11	8.37164e-11
88	1.933e-09	4.33335e-10	4.33335e-10
89	8.31735e-09	2.00024e-09	2.00024e-09
90	3.10984e-08	7.81778e-09	7.81778e-09
91	1.04983e-07	2.7911e-08	2.7911e-08
92	3.06625e-07	8.44257e-08	8.44257e-08
93	8.16121e-07	2.34883e-07	2.34883e-07
94	1.8712e-06	5.50977e-07	5.50977e-07
95	3.93211e-06	1.18944e-06	1.18944e-06
96	7.10943e-06	2.06435e-06	2.06435e-06
97	1.18056e-05	3.35128e-06	3.35128e-06
98	1.46836e-05	3.69935e-06	3.69935e-06
99	2.6507e-05	4.97175e-06	4.97175e-06
100	0	0	0
101	0	0	0
102	0	0	0
103	0	0	0
104	0	0	0
105	0	0	0
106	0	0	0
107	0	0	0
108	0	0	0
109	0	0	0
110	0	0	0
111	0	0	0
112	0	0	0
113	0	0	0
114	0	0	0
115	0	0	0
116	0	0	0
117	0	0	0
118	0	0	0
119	0	0	0
120	0	0	0
121	0	0	0
122	0	0	0
123	0	0	0
124	0	0	0
125	0	0	0
126	0	0	0
127	0	0	0
128	0	0	0
129	0	0	0
130	0	0	0
131	0	0	0
132	0	0	0
133	0	0	0
134	0	0	0
135	0	0	0
136	0	0	0
137	0	0	0
138	0	0	0
139	0	0	0
140	0	0	0
141	0	0	0
142	0	0	0
143	0	0	0
144	0	0	0
145	0	0	0
146	0	0	0
147	0	0	0
148	0	0	0
149	0	0	0
150	0	0	0
151	0	0	0
152	0	0	0
153	0	0	0
154	0	0	0
155	0	0	0
156	0	0	0
157	0	0	0
158	0	0	0
159	0	0	0
160	0	0	0
161	0	0	0
162	0	0	0
163	0	0	0
164	0	0	0
165	0	0	0
166	0	0	0
167	0	0	0
168	0	0	0
169	0	0	0
170	0	0	0
171	0	0	0
172	0	0	0
173	0	0	0
174	0	0	0
175	0	0	0
176	0	0	0
177	0	0	0
178	0	0	0
179	9.42663e-19	0	0
180	2.44496e-17	-1.9093e-18	7.28006e-19
181	6.07874e-16	-1.96101e-17	4.60592e-17
